Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Shai Gilgeous-Alexander,27.0,OKC,PG,49.0,49.0,1632.0,534.0,964.0,0.554,87.0,223.0,0.39,447.0,741.0,0.603,0.599,403.0,452.0,0.892,27.0,191.0,218.0,314.0,64.0,38.0,103.0,101.0,1558.0,0.0,
2.0,Tyrese Maxey,25.0,PHI,PG,52.0,52.0,2008.0,524.0,1117.0,0.469,174.0,459.0,0.379,350.0,658.0,0.532,0.547,281.0,316.0,0.889,14.0,200.0,214.0,351.0,102.0,40.0,126.0,118.0,1503.0,0.0,
3.0,Donovan Mitchell,29.0,CLE,SG,51.0,51.0,1719.0,516.0,1060.0,0.487,185.0,492.0,0.376,331.0,568.0,0.583,0.574,261.0,306.0,0.853,41.0,188.0,229.0,302.0,79.0,15.0,159.0,125.0,1478.0,0.0,
4.0,Jaylen Brown,29.0,BOS,SF,49.0,49.0,1676.0,534.0,1105.0,0.483,102.0,293.0,0.348,432.0,812.0,0.532,0.529,265.0,342.0,0.775,57.0,279.0,336.0,229.0,49.0,20.0,176.0,136.0,1435.0,2.0,
5.0,Luka Dončić,26.0,LAL,PG,42.0,42.0,1492.0,437.0,923.0,0.473,149.0,432.0,0.345,288.0,491.0,0.587,0.554,356.0,456.0,0.781,32.0,297.0,329.0,360.0,61.0,19.0,179.0,102.0,1379.0,6.0,
6.0,Jalen Brunson,29.0,NYK,PG,50.0,50.0,1728.0,481.0,1024.0,0.47,146.0,390.0,0.374,335.0,634.0,0.528,0.541,243.0,287.0,0.847,26.0,140.0,166.0,305.0,36.0,5.0,110.0,116.0,1351.0,0.0,
7.0,Anthony Edwards,24.0,MIN,SG,46.0,46.0,1632.0,463.0,940.0,0.493,155.0,386.0,0.402,308.0,554.0,0.556,0.575,267.0,336.0,0.795,31.0,209.0,240.0,171.0,62.0,38.0,124.0,84.0,1348.0,0.0,
8.0,Kevin Durant,37.0,HOU,SF,50.0,50.0,1835.0,452.0,894.0,0.506,116.0,288.0,0.403,336.0,606.0,0.554,0.57,271.0,308.0,0.88,25.0,242.0,267.0,222.0,42.0,44.0,161.0,101.0,1291.0,0.0,
9.0,Jamal Murray,28.0,DEN,PG,50.0,50.0,1780.0,454.0,937.0,0.485,158.0,372.0,0.425,296.0,565.0,0.524,0.569,220.0,248.0,0.887,21.0,198.0,219.0,380.0,48.0,19.0,115.0,78.0,1286.0,0.0,
10.0,Julius Randle,31.0,MIN,PF,56.0,56.0,1882.0,438.0,891.0,0.492,87.0,268.0,0.325,351.0,623.0,0.563,0.54,288.0,350.0,0.823,94.0,297.0,391.0,302.0,62.0,14.0,144.0,159.0,1251.0,3.0,
11.0,Pascal Siakam,31.0,IND,PF,51.0,51.0,1723.0,455.0,947.0,0.48,93.0,252.0,0.369,362.0,695.0,0.521,0.53,208.0,306.0,0.68,79.0,264.0,343.0,201.0,57.0,23.0,111.0,123.0,1211.0,0.0,
12.0,Cade Cunningham,24.0,DET,PG,47.0,47.0,1640.0,416.0,901.0,0.462,90.0,273.0,0.33,326.0,628.0,0.519,0.512,269.0,333.0,0.808,45.0,220.0,265.0,452.0,69.0,39.0,173.0,149.0,1191.0,3.0,
13.0,James Harden,36.0,2TM,PG,47.0,47.0,1656.0,338.0,804.0,0.42,143.0,408.0,0.35,195.0,396.0,0.492,0.509,357.0,396.0,0.902,30.0,198.0,228.0,384.0,58.0,20.0,173.0,90.0,1176.0,2.0,
13.0,James Harden,36.0,LAC,PG,44.0,44.0,1559.0,323.0,771.0,0.419,135.0,389.0,0.347,188.0,382.0,0.492,0.506,337.0,374.0,0.901,27.0,185.0,212.0,358.0,57.0,16.0,162.0,83.0,1118.0,2.0,
13.0,James Harden,36.0,CLE,PG,3.0,3.0,97.0,15.0,33.0,0.455,8.0,19.0,0.421,7.0,14.0,0.5,0.576,20.0,22.0,0.909,3.0,13.0,16.0,26.0,1.0,4.0,11.0,7.0,58.0,0.0,
14.0,Jalen Johnson,24.0,ATL,SF,50.0,50.0,1785.0,432.0,861.0,0.502,83.0,235.0,0.353,349.0,626.0,0.558,0.55,217.0,279.0,0.778,78.0,454.0,532.0,409.0,66.0,25.0,172.0,107.0,1164.0,10.0,
15.0,Deni Avdija,25.0,POR,SF,46.0,46.0,1577.0,354.0,765.0,0.463,102.0,295.0,0.346,252.0,470.0,0.536,0.529,348.0,434.0,0.802,53.0,277.0,330.0,305.0,38.0,28.0,178.0,122.0,1158.0,3.0,
16.0,Brandon Ingram,28.0,TOR,SF,53.0,53.0,1800.0,430.0,908.0,0.474,96.0,263.0,0.365,334.0,645.0,0.518,0.526,200.0,239.0,0.837,43.0,261.0,304.0,194.0,41.0,42.0,132.0,103.0,1156.0,0.0,
17.0,Trey Murphy III,25.0,NOP,SF,52.0,52.0,1853.0,404.0,848.0,0.476,168.0,445.0,0.378,236.0,403.0,0.586,0.575,173.0,194.0,0.892,55.0,242.0,297.0,199.0,78.0,16.0,95.0,110.0,1149.0,0.0,
18.0,Kawhi Leonard,34.0,LAC,SF,41.0,41.0,1344.0,397.0,808.0,0.491,110.0,287.0,0.383,287.0,521.0,0.551,0.559,239.0,262.0,0.912,44.0,220.0,264.0,151.0,86.0,21.0,88.0,52.0,1143.0,0.0,
19.0,Keyonte George,22.0,UTA,PG,48.0,48.0,1629.0,358.0,782.0,0.458,120.0,320.0,0.375,238.0,462.0,0.515,0.535,305.0,341.0,0.894,23.0,164.0,187.0,313.0,52.0,14.0,158.0,112.0,1141.0,0.0,
20.0,Nikola Jokić,30.0,DEN,C,39.0,39.0,1338.0,393.0,666.0,0.59,76.0,181.0,0.42,317.0,485.0,0.654,0.647,257.0,306.0,0.84,122.0,358.0,480.0,417.0,53.0,30.0,144.0,105.0,1119.0,20.0,
21.0,Lauri Markkanen,28.0,UTA,PF,41.0,41.0,1410.0,374.0,782.0,0.478,114.0,314.0,0.363,260.0,468.0,0.556,0.551,232.0,260.0,0.892,82.0,204.0,286.0,87.0,40.0,21.0,61.0,77.0,1094.0,0.0,
22.0,Nickeil Alexander-Walker,27.0,ATL,SG,54.0,47.0,1795.0,368.0,850.0,0.433,164.0,440.0,0.373,204.0,410.0,0.498,0.529,184.0,208.0,0.885,32.0,163.0,195.0,200.0,63.0,33.0,110.0,118.0,1084.0,0.0,
23.0,Devin Booker,29.0,PHO,SG,43.0,43.0,1458.0,356.0,782.0,0.455,74.0,238.0,0.311,282.0,544.0,0.518,0.503,297.0,344.0,0.863,35.0,136.0,171.0,270.0,39.0,12.0,143.0,117.0,1083.0,0.0,
24.0,Stephen Curry,37.0,GSW,PG,39.0,39.0,1222.0,348.0,744.0,0.468,175.0,448.0,0.391,173.0,296.0,0.584,0.585,190.0,204.0,0.931,16.0,122.0,138.0,189.0,44.0,16.0,111.0,74.0,1061.0,0.0,
25.0,DeMar DeRozan,36.0,SAC,PF,56.0,56.0,1813.0,370.0,749.0,0.494,41.0,122.0,0.336,329.0,627.0,0.525,0.521,266.0,308.0,0.864,28.0,149.0,177.0,211.0,65.0,14.0,63.0,114.0,1047.0,0.0,
26.0,Scottie Barnes,24.0,TOR,PF,54.0,54.0,1856.0,406.0,806.0,0.504,49.0,163.0,0.301,357.0,643.0,0.555,0.534,182.0,222.0,0.82,118.0,336.0,454.0,303.0,70.0,86.0,143.0,154.0,1043.0,2.0,
27.0,Desmond Bane,27.0,ORL,SG,53.0,53.0,1801.0,376.0,797.0,0.472,102.0,274.0,0.372,274.0,523.0,0.524,0.536,186.0,200.0,0.93,66.0,156.0,222.0,221.0,48.0,27.0,116.0,163.0,1040.0,0.0,
28.0,Dillon Brooks,30.0,PHO,SF,49.0,49.0,1523.0,381.0,864.0,0.441,116.0,338.0,0.343,265.0,526.0,0.504,0.508,161.0,188.0,0.856,38.0,142.0,180.0,88.0,52.0,8.0,89.0,165.0,1039.0,0.0,
29.0,Norman Powell,32.0,MIA,SG,45.0,45.0,1379.0,345.0,728.0,0.474,130.0,328.0,0.396,215.0,400.0,0.538,0.563,214.0,254.0,0.843,17.0,147.0,164.0,116.0,55.0,10.0,89.0,100.0,1034.0,0.0,
30.0,Michael Porter Jr.,27.0,BRK,SF,41.0,41.0,1353.0,362.0,763.0,0.474,150.0,390.0,0.385,212.0,373.0,0.568,0.573,151.0,177.0,0.853,53.0,241.0,294.0,130.0,43.0,10.0,102.0,89.0,1025.0,0.0,
31.0,Shaedon Sharpe,22.0,POR,SG,48.0,42.0,1439.0,386.0,847.0,0.456,101.0,297.0,0.34,285.0,550.0,0.518,0.515,152.0,194.0,0.784,48.0,164.0,212.0,126.0,68.0,6.0,144.0,95.0,1025.0,0.0,
32.0,Kon Knueppel,20.0,CHO,SF,54.0,53.0,1734.0,350.0,723.0,0.484,183.0,425.0,0.431,167.0,298.0,0.56,0.611,138.0,153.0,0.902,65.0,232.0,297.0,192.0,37.0,13.0,119.0,116.0,1021.0,0.0,
33.0,Karl-Anthony Towns,30.0,NYK,C,51.0,51.0,1597.0,333.0,714.0,0.466,80.0,228.0,0.351,253.0,486.0,0.521,0.522,264.0,309.0,0.854,155.0,452.0,607.0,148.0,44.0,31.0,129.0,180.0,1010.0,0.0,
34.0,Cooper Flagg,19.0,DAL,SF,49.0,49.0,1669.0,381.0,790.0,0.482,52.0,172.0,0.302,329.0,618.0,0.532,0.515,185.0,230.0,0.804,56.0,265.0,321.0,202.0,58.0,39.0,108.0,105.0,999.0,0.0,
35.0,Victor Wembanyama,22.0,SAS,C,40.0,31.0,1161.0,334.0,654.0,0.511,73.0,201.0,0.363,261.0,453.0,0.576,0.567,235.0,290.0,0.81,78.0,365.0,443.0,110.0,38.0,106.0,105.0,108.0,976.0,1.0,
36.0,Miles Bridges,27.0,CHO,PF,53.0,53.0,1707.0,344.0,767.0,0.449,112.0,342.0,0.327,232.0,425.0,0.546,0.522,163.0,193.0,0.845,52.0,270.0,322.0,184.0,27.0,26.0,78.0,98.0,963.0,0.0,
37.0,CJ McCollum,34.0,2TM,SG,51.0,37.0,1537.0,354.0,778.0,0.455,132.0,346.0,0.382,222.0,432.0,0.514,0.54,117.0,151.0,0.775,35.0,139.0,174.0,182.0,38.0,19.0,87.0,99.0,957.0,0.0,
37.0,CJ McCollum,34.0,WAS,SG,35.0,35.0,1082.0,240.0,529.0,0.454,96.0,244.0,0.393,144.0,285.0,0.505,0.544,82.0,102.0,0.804,23.0,101.0,124.0,126.0,24.0,9.0,58.0,73.0,658.0,0.0,
37.0,CJ McCollum,34.0,ATL,PG,16.0,2.0,455.0,114.0,249.0,0.458,36.0,102.0,0.353,78.0,147.0,0.531,0.53,35.0,49.0,0.714,12.0,38.0,50.0,56.0,14.0,10.0,29.0,26.0,299.0,0.0,
38.0,Alperen Şengün,23.0,HOU,C,46.0,46.0,1559.0,370.0,744.0,0.497,26.0,87.0,0.299,344.0,657.0,0.524,0.515,186.0,269.0,0.691,146.0,285.0,431.0,289.0,62.0,47.0,145.0,151.0,952.0,2.0,
39.0,Jaren Jackson Jr.,26.0,2TM,C,48.0,48.0,1454.0,342.0,719.0,0.476,84.0,235.0,0.357,258.0,484.0,0.533,0.534,163.0,203.0,0.803,42.0,230.0,272.0,94.0,53.0,69.0,107.0,179.0,931.0,0.0,
39.0,Jaren Jackson Jr.,26.0,MEM,C,45.0,45.0,1382.0,318.0,670.0,0.475,79.0,220.0,0.359,239.0,450.0,0.531,0.534,149.0,187.0,0.797,41.0,218.0,259.0,86.0,47.0,68.0,100.0,170.0,864.0,0.0,
39.0,Jaren Jackson Jr.,26.0,UTA,C,3.0,3.0,72.0,24.0,49.0,0.49,5.0,15.0,0.333,19.0,34.0,0.559,0.541,14.0,16.0,0.875,1.0,12.0,13.0,8.0,6.0,1.0,7.0,9.0,67.0,0.0,
40.0,Amen Thompson,23.0,HOU,PG,52.0,52.0,1937.0,353.0,699.0,0.505,18.0,88.0,0.205,335.0,611.0,0.548,0.518,193.0,246.0,0.785,150.0,244.0,394.0,281.0,74.0,32.0,129.0,113.0,917.0,0.0,
41.0,Paolo Banchero,23.0,ORL,PF,43.0,43.0,1482.0,304.0,670.0,0.454,49.0,162.0,0.302,255.0,508.0,0.502,0.49,259.0,340.0,0.762,47.0,315.0,362.0,206.0,30.0,27.0,118.0,83.0,916.0,2.0,
42.0,Payton Pritchard,28.0,BOS,PG,53.0,48.0,1732.0,344.0,744.0,0.462,136.0,382.0,0.356,208.0,362.0,0.575,0.554,89.0,104.0,0.856,47.0,174.0,221.0,283.0,41.0,5.0,63.0,74.0,913.0,0.0,
43.0,Derrick White,31.0,BOS,SG,52.0,52.0,1781.0,310.0,796.0,0.389,149.0,459.0,0.325,161.0,337.0,0.478,0.483,127.0,142.0,0.894,53.0,175.0,228.0,290.0,62.0,73.0,93.0,83.0,896.0,0.0,
44.0,Bam Adebayo,28.0,MIA,C,48.0,48.0,1506.0,312.0,705.0,0.443,78.0,231.0,0.338,234.0,474.0,0.494,0.498,183.0,234.0,0.782,99.0,376.0,475.0,134.0,49.0,34.0,89.0,79.0,885.0,0.0,
45.0,Immanuel Quickley,26.0,TOR,PG,52.0,52.0,1685.0,309.0,694.0,0.445,139.0,366.0,0.38,170.0,328.0,0.518,0.545,128.0,159.0,0.805,29.0,198.0,227.0,315.0,64.0,5.0,83.0,109.0,885.0,0.0,
46.0,Mikal Bridges,29.0,NYK,SF,55.0,55.0,1895.0,350.0,694.0,0.504,118.0,306.0,0.386,232.0,388.0,0.598,0.589,58.0,70.0,0.829,59.0,171.0,230.0,224.0,79.0,45.0,58.0,109.0,876.0,0.0,
47.0,De'Aaron Fox,28.0,SAS,PG,45.0,45.0,1442.0,326.0,674.0,0.484,90.0,255.0,0.353,236.0,419.0,0.563,0.55,132.0,166.0,0.795,26.0,147.0,173.0,282.0,57.0,13.0,109.0,100.0,874.0,0.0,
48.0,LaMelo Ball,24.0,CHO,PG,45.0,42.0,1247.0,306.0,764.0,0.401,155.0,427.0,0.363,151.0,337.0,0.448,0.502,100.0,113.0,0.885,38.0,178.0,216.0,332.0,50.0,10.0,136.0,117.0,867.0,1.0,
49.0,Zion Williamson,25.0,NOP,PF,40.0,33.0,1187.0,320.0,548.0,0.584,0.0,3.0,0.0,320.0,545.0,0.587,0.584,224.0,315.0,0.711,90.0,154.0,244.0,140.0,39.0,24.0,92.0,94.0,864.0,0.0,
50.0,Ryan Rollins,23.0,MIL,PG,51.0,46.0,1633.0,330.0,712.0,0.463,122.0,300.0,0.407,208.0,412.0,0.505,0.549,78.0,103.0,0.757,42.0,193.0,235.0,278.0,75.0,20.0,122.0,140.0,860.0,0.0,
51.0,Chet Holmgren,23.0,OKC,PF,49.0,49.0,1430.0,318.0,568.0,0.56,61.0,175.0,0.349,257.0,393.0,0.654,0.614,158.0,201.0,0.786,92.0,334.0,426.0,80.0,25.0,95.0,75.0,120.0,855.0,0.0,
52.0,Anthony Black,22.0,ORL,PG,53.0,33.0,1649.0,306.0,665.0,0.46,89.0,257.0,0.346,217.0,408.0,0.532,0.527,151.0,200.0,0.755,40.0,174.0,214.0,212.0,74.0,38.0,116.0,146.0,852.0,0.0,
53.0,Nikola Vučević,35.0,2TM,C,51.0,48.0,1558.0,349.0,693.0,0.504,87.0,230.0,0.378,262.0,463.0,0.566,0.566,66.0,80.0,0.825,110.0,350.0,460.0,188.0,35.0,34.0,77.0,105.0,851.0,0.0,
53.0,Nikola Vučević,35.0,CHI,C,48.0,48.0,1480.0,333.0,660.0,0.505,82.0,218.0,0.376,251.0,442.0,0.568,0.567,62.0,74.0,0.838,100.0,331.0,431.0,181.0,32.0,31.0,69.0,97.0,810.0,0.0,
53.0,Nikola Vučević,35.0,BOS,C,3.0,0.0,78.0,16.0,33.0,0.485,5.0,12.0,0.417,11.0,21.0,0.524,0.561,4.0,6.0,0.667,10.0,19.0,29.0,7.0,3.0,3.0,8.0,8.0,41.0,0.0,
54.0,Giannis Antetokounmpo,31.0,MIL,PF,30.0,30.0,876.0,314.0,487.0,0.645,15.0,38.0,0.395,299.0,449.0,0.666,0.66,196.0,298.0,0.658,84.0,217.0,301.0,168.0,27.0,22.0,100.0,78.0,839.0,0.0,
55.0,Matas Buzelis,21.0,CHI,PF,55.0,55.0,1554.0,299.0,631.0,0.474,113.0,304.0,0.372,186.0,327.0,0.569,0.563,123.0,158.0,0.778,57.0,239.0,296.0,114.0,36.0,81.0,103.0,133.0,834.0,0.0,
56.0,Joel Embiid,31.0,PHI,C,31.0,31.0,972.0,278.0,563.0,0.494,39.0,122.0,0.32,239.0,441.0,0.542,0.528,230.0,268.0,0.858,65.0,167.0,232.0,121.0,20.0,34.0,92.0,67.0,825.0,1.0,
57.0,Onyeka Okongwu,25.0,ATL,C,50.0,39.0,1596.0,300.0,620.0,0.484,103.0,272.0,0.379,197.0,348.0,0.566,0.567,109.0,140.0,0.779,93.0,292.0,385.0,162.0,58.0,49.0,97.0,175.0,812.0,0.0,
58.0,Saddiq Bey,26.0,NOP,SF,49.0,41.0,1494.0,278.0,624.0,0.446,93.0,267.0,0.348,185.0,357.0,0.518,0.52,162.0,192.0,0.844,79.0,208.0,287.0,121.0,45.0,2.0,35.0,57.0,811.0,0.0,
59.0,Jaden McDaniels,25.0,MIN,PF,54.0,54.0,1734.0,306.0,590.0,0.519,83.0,183.0,0.454,223.0,407.0,0.548,0.589,114.0,135.0,0.844,63.0,168.0,231.0,155.0,52.0,54.0,93.0,180.0,809.0,0.0,
60.0,Naji Marshall,28.0,DAL,SF,53.0,29.0,1568.0,294.0,552.0,0.533,48.0,156.0,0.308,246.0,396.0,0.621,0.576,162.0,209.0,0.775,47.0,214.0,261.0,158.0,55.0,5.0,73.0,103.0,798.0,0.0,
61.0,Andrew Wiggins,30.0,MIA,SF,50.0,50.0,1564.0,305.0,648.0,0.471,98.0,248.0,0.395,207.0,400.0,0.518,0.546,89.0,116.0,0.767,89.0,161.0,250.0,138.0,60.0,48.0,85.0,112.0,797.0,0.0,
62.0,Russell Westbrook,37.0,SAC,SF,52.0,46.0,1521.0,294.0,683.0,0.43,107.0,310.0,0.345,187.0,373.0,0.501,0.509,101.0,145.0,0.697,72.0,224.0,296.0,342.0,68.0,8.0,177.0,128.0,796.0,4.0,
63.0,Naz Reid,26.0,MIN,C,56.0,2.0,1468.0,298.0,635.0,0.469,135.0,351.0,0.385,163.0,284.0,0.574,0.576,62.0,84.0,0.738,65.0,294.0,359.0,139.0,57.0,52.0,90.0,141.0,793.0,0.0,
